1668;ДАЛЬНОБОЙНАЯ;ТРОФИМ;ТРОФИМОВ С.;ТРОФИМОВ С.; ; 
1669;ДАЛЬНОБОЙЩИК;ЗАРЕЧНЫЙ Г;ЗАРЕЧНЫЙ Г;ЗАРЕЧНЫЙ Г; ; 
1428;ДАЛЬШЕ И ДАЛЬШЕ;МАШИНА ВРЕМЕНИ;КУТИКОВ А.;МАКАРЕВИЧ А.; ; 
2274;ДАРЮ ЦВЕТЫ;ГУБИН А.;ГУБИН А.;ГУБИН А.;•; 
2812;ДВА АНГЕЛА;КАТЯ ЛЕЛЬ;САРУХАНОВ И.;ВУЛЫХ А.; ; 
728;ДВА БЕРЕГА;КРИСТАЛИНСКАЯ М.;ЭШПАЙ А.;ПОЖЕНЯН Г.; ; 
1216;ДВА БИЛЕТА В ЛЕТО;ПРЕМЬЕР-МИНИСТР;БОДОЛИКА В.;КАВАЛЕРЯН К.; ; 
110;ДВА БРИЛЛИАНТА;ПРЕМЬЕР-МИНИСТР;ЧАНЫШЕВ М.;ЧАНЫШЕВ М.;•; 
1898;ДВА ВЕСЕЛЫХ ГУСЯ;"ИЗ М/Ф ""ВЕСЕЛАЯ КАРУСЕЛЬ""";НАР.;НАР.;•; 
1841;ДВА ДУБКА;ЗОЛОТОЕ КОЛЬЦО;НЕИЗВ.;УКР. НАР.; ; 
1585;ДВА КОЛЬЦА;БУЛАНОВА Т.;МОЛЧАНОВ О.;СЛАВОРОСОВ А.; ; 
3169;ДВА КРЫЛА;ВАРУМ А.;ПРЕСНЯКОВ В.;ВУЛЫХ А.; ; 
2171;ДВА СЕРДЦА;ГУРЦКАЯ Д.;ДРОБЫШ В.;А`КИМ А.; ; 
111;ДВАДЦАТЬ ДВА;ТРУБАЧ Н.;БРЕЙТБУРГ К.;ТРУБАЧ Н.; ; 
112;ДВАЖДЫ ДВА - ЧЕТЫРЕ;БРАВО;ХАВТАН Е.;ЖУКОВ В.; ; 
1899;ДВАЖДЫ ДВА - ЧЕТЫРЕ;ДЕТСКИЙ ХОР ВР И ЦТ;ШАИНСКИЙ В.;ПЛЯЦКОВСКИЙ М.;•; 
2448;ДВЕ ГИТАРЫ ЗА СТЕНОЙ;НАР.;НЕИЗВ.;НАР.; ; 
2871;ДВЕ ДЕВУШКИ;ОСИН Е.;ОСИН Е.;ГОР. ФОЛК.; ; 
113;ДВЕ ДОРОГИ;ВАРУМ А.;ВАРУМ Ю.;КРАСТОШЕВСКИЙ К.; ; 
894;ДВЕ ЗВЕЗДЫ;ПУГАЧЕВА А., КУЗЬМИН В.;НИКОЛАЕВ И.;НИКОЛАЕВ И.; ; 
2290;ДВЕ КАПЕЛЬКИ;КАТЯ ЛЕЛЬ;ЛЕЛЬ К.;ЛЕЛЬ К.; ; 
2846;ДВЕ ЛАДОНИ;МАЛИКОВ Д.;МАЛИКОВ Д.;ЛАРА Д'ЭЛИА; ; 
2845;ДВЕ МИНУТЫ;ПРЕМЬЕР-МИНИСТР;ГРИГОРЬЕВ-МИЛИМЕРОВ Ж.;КАВАЛЕРЯН К.; ; 
3001;ДВЕ ПОЛОВИНКИ;А`СТУДИО;САДВАКАСОВ Б.;КАМИНСКАЯ И.;•; 
114;ДВЕ СВЕЧИ;ПУГАЧЕВА А., МОИСЕЕВ Б.;БРЕЙТБУРГ К.;БРЕЙТБУРГ К.; ; 
1034;ДВЕ СНЕЖИНКИ;A SORTIE;БРЕЙТБУРГ К.;КАВАЛЕРЯН К.; ; 
2844;ДВЕРИ ОТКРОЙ;ЛИЦЕЙ;МАКАРЕВИЧ АЛ.;ТИМЧЕНКО Н.; ; 
895;ДВЕСТИ ЛЕТ;МАЛЕЖИК В.;МАЛЕЖИК В.;ХМАРА-МИРОНОВ П.; ; 
1900;ДВОЙКА;РУМЯНОВА К.;ШНАПЕР Б.;МОШКОВСКАЯ Э.; ; 
896;ДВУХ ДОРОГ ПЕРЕСЕЧЕНЬЕ;ГИНТАРЕ;МИНКОВ М.;ЭНТИН Ю.; ; 
115;ДЕВОЧКА;КРЫЛОВ С.;КРЫЛОВ С.;ПЕЛЕНЯГРЭ В.;•; 
3365;ДЕВОЧКА;МУМИЙ ТРОЛЛЬ;ЛАГУТЕНКО И.;ЛАГУТЕНКО И.; ; 
897;ДЕВОЧКА;ПРЕСНЯКОВ В.;ПРЕСНЯКОВ В.;РЕЗНИК И.; ; 
2308;ДЕВОЧКА БЕЗ ИМЕНИ;ЛИХАЧЕВА Т.;БРЕЙТБУРГ К.;КАВАЛЕРЯН К.; ; 
2093;ДЕВОЧКА В БАРЕ;ЛОЗА Ю.;ЛОЗА Ю.;ЛОЗА Ю.; ; 
116;ДЕВОЧКА В ПЛАТЬИЦЕ БЕЛОМ;МЮЗИКОЛА;СЫЗДЫКОВ Б.;ШАКЕЕВ Е.; ; 
1020;ДЕВОЧКА МОЯ;КУЗЬМИН В.;КУЗЬМИН В.;КУЗЬМИН В.; ; 
3018;ДЕВОЧКА МОЯ СИНЕГЛАЗАЯ;БЕЛОУСОВ Е.;ДОРОХИН В.;ВОРОПАЕВА Л.; ; 
2094;ДЕВОЧКА ПЛАЧЕТ, ШАРИК УЛЕТЕЛ...;ОКУДЖАВА Б.;ОКУДЖАВА Б.;ОКУДЖАВА Б.; ; 
117;"ДЕВОЧКА ПО ИМЕНИ ""ХОЧУ""";АЛЛЕГРОВА И.;КРУТОЙ И.;АРКАНОВ А.; ; 
2866;ДЕВОЧКА С ОБЛОЖКИ;МАЛИНИН Н.;ДЖОКЕР ДОМИНИК, МАЛИНИН Н.;ДЖОКЕР ДОМИНИК, МАЛИНИН Н.; ; 
118;ДЕВОЧКА С СЕВЕРА;ПРЕМЬЕР-МИНИСТР;БРЕЙТБУРГ К.;КАВАЛЕРЯН К.; ; 
119;ДЕВОЧКА СЕКОНД-ХЕНД;ПУГАЧЕВА А.;ПУГАЧЕВА А.;ТАНИЧ М.;•; 
2729;ДЕВОЧКА ХОЧЕТ СЕКСА;ПРОПАГАНДА;ВОРОНИНА В.;ВОРОНИНА В.; ; 
120;ДЕВОЧКА-ВИДЕНИЕ;ЛЕОНИДОВ М.;ЛЕОНИДОВ М.;ЛЕОНИДОВ М.;•; 
1015;ДЕВОЧКА-МОДЕЛЬ;ПРЕМЬЕР-МИНИСТР;ЧАНЫШЕВ М.;КАВАЛЕРЯН К., ЧАНЫШЕВ М.; ; 
1670;ДЕВОЧКА-ПАЙ;КРУГ М.;КРУГ М.;КРУГМ.;•; 
1671;ДЕВОЧКА-ПАЙ 2;КРУГ М.;КРУГ М.;КРУГ М.; ; 
3021;ДЕВОЧКА-СТРУНА;Х-МИССИЯ;ТИХОМИРОВ В.;ТИХОМИРОВ В.; ; 
2843;ДЕВОЧКИ;ВЕРКА СЕРДЮЧКА;ДАНИЛКО А.;ДАНИЛКО А.; ; 
1429;ДЕВУШКА;МУЛЬТФИЛЬМЫ;ТИМОФЕЕВ Е.;ТИМОФЕЕВ Е.; ; 
2821;ДЕВУШКА ПО ГОРОДУ;БУТУСОВ В.;БУТУСОВ В.;БУТУСОВ В.; ; 
123;ДЕВУШКА ПО ИМЕНИ ГРУСТЬ;СТАШЕВСКИЙ В.;СЕМИН В.;МАЛИКОВ В.; ; 
122;ДЕВУШКА, КОТОРАЯ ПОЕТ;ГОСТИ ИЗ БУДУЩЕГО;УСАЧЕВ Ю.;ПОЛЬНА Е.; ; 
2473;ДЕВУШКА-ЗИМА;ЛИЦЕЙ;МАКАРЕВИЧ АЛ.;МОРСИН А.; ; 
124;ДЕВУШКИ ИЗ ВЫСШЕГО ОБЩЕСТВА;МЕЛАДЗЕ В.;МЕЛАДЗЕ К.;МЕЛАДЗЕ К.; ; 
638;ДЕВУШКИ, КАК ЗВЕЗДЫ;ГУБИН А.;ГУБИНА.;ГУБИН А.; ; 
3226;ДЕВЧОНКА;ВИРУС;DJ ДОКТОР;ЛАКИ; ; 
898;ДЕВЧОНКИ ТАНЦУЮТ НА ПАЛУБЕ;КОБЗОН И.;ПАХМУТОВА А.;ГРЕБЕННИКОВ С, ДОБРОНРАВОВ Н.; ; 
899;ДЕВЯТЫЙ КЛАСС;ВЕРНЫЕ ДРУЗЬЯ;МОНАСТЫРСКИЙ Б.;РЫБЧИНСКИЙ Ю.; ; 
2095;ДЕЖУРНЫЙ ПО АПРЕЛЮ;ОКУДЖАВА Б.;ОКУДЖАВА Б.;ОКУДЖАВА Б.; ; 
900;ДЕЛОВАЯ ЖЕНЩИНА;ВАЙКУЛЕ Л.;ПАУЛС Р.;РЕЗНИК И.; ; 
901;ДЕЛУ ВРЕМЯ;ПУГАЧЕВА А.;ПАУЛС Р.;РЕЗНИКИ.; ; 
125;ДЕЛЬФИН И РУСАЛКА;НИКОЛАЕВ И.;НИКОЛАЕВ И.;НИКОЛАЕВ И.; ; 
3184;ДЕЛЬФИНЫ;"ИЗ М/Ф ""В ПОРТУ""";МИНКОВ М.;АНОФРИЕВ О.; ; 
3363;ДЕЛЬФИНЫ;МУМИЙ ТРОЛЛЬ;ЛАГУТЕНКО И.;ЛАГУТЕНКО И.; ;•
2792;ДЕМБЕЛЯ;ГАСАЕВ В.;ЦЕРПЯТА А.;ЦЕРПЯТА А.; ; 
3447;ДЕНЬ ЗА ОКНОМ;ЖАСМИН;ГРОЗНЫЙ А.;ИВАНОВА Т.; ; 
3198;ДЕНЬ ЗА ОКНОМ;ШУРА;ЕСЕНИН П.;ЧАНТУРИЯ Э.; ; 
126;ДЕНЬ И НОЧЬ;ГУБИН А.;ГУБИН А.,МИЛЬЧЕНКО С.;ГУБИН А., МИЛЬЧЕНКО С.; ; 
1673;ДЕНЬ КАК ДЕНЬ;КРУГ М.;КРУГ М.;КРУГ М.; ; 
1431;ДЕНЬ РОЖДЕНИЯ;МАШИНА ВРЕМЕНИ;МАКАРЕВИЧ А.;МАКАРЕВИЧ А.; ;•
3206;ДЕНЬ РОЖДЕНИЯ;ОРБАКАЙТЕ К.;СОРОКИН С.;ШАМИС О.; ; 
2650;ДЕНЬ РОЖДЕНИЯ;ЧАЙ ВДВОЕМ;КЛЯВЕР Д.;КЛЯВЕР Д., КОСТЮШКИН С.; ; 
1004;ДЕНЬ РОЖДЕНИЯ;ГЕРА ГРАЧ;ЕРМОЛАЕВ С.;ЕРМОЛАЕВ С.; ; 
902;ДЕНЬ РОЖДЕНЬЯ;НИКОЛАЕВ И.;НИКОЛАЕВ И.;ЖАГУН П.;•; 
903;ДЕНЬ, В КОТОРЫЙ ТЫ УШЛА;ПРЕСНЯКОВ В.;ПРЕСНЯКОВ В.;КАВАЛЕРЯН К.; ; 
127;ДЕРЕВЕНЬКА;БЕЛЫЙ ДЕНЬ;ВАСИЛЕК Е.;ВАСИЛЕК Е.; ; 
1902;ДЕРЕВЯННЫЕ ЛОШАДКИ;ТОЛКУНОВА В.;МИНКОВ М.;ШИМ Э.;•; 
128;ДЕРЖАТЬСЯ НЕТУ БОЛЬШЕ СИЛ;ИГОРЕК;СОРОКИН И.;СОРОКИН И.; ; 
904;ДЕРЖИ МЕНЯ, СОЛОМИНКА;ПУГАЧЕВА А.;ПУГАЧЕВА А.;ШЛИОНСКИЙ Е.; ;•
129;ДЕРЖИСЬ, ПИЖОН;БРАВО;ХАВТАН Е.;СЮТКИН В.; ; 
1715;ДЕСАНТ;АМЕГА;ГРОЗНЫЙ А.;ГРОЗНЫЙ А.; ; 
1368;ДЕСЯТЬ КАПЕЛЬ;ТАНЦЫ МИНУС;ПЕТКУН В.;ПЕТКУН В.; ; 
2831;ДЕСЯТЬ ПОЦЕЛУЕВ;РОМАНОВ А.;РОМАНОВ А., УСАЧЕВ Ю.;РОМАНОВ А., УСАЧЕВ Ю., РАКОВА Е., СМИРНОВ С.; ; 
1432;ДЕТИ ЛЕТА;МОРАЛЬНЫЙ КОДЕКС;ДЕВЛЕТ-КИЛЬДЕЕВ Н.;ЖАГУН П.; ; 
2495;ДЕТКА - КОНФЕТКА;АГАТА КРИСТИ;САМОЙЛОВ Г.;САМОЙЛОВ Г.; ; 
639;ДЕТСКАЯ;РУКИ ВВЕРХ;ЖУКОВ С., ПОТЕХИН А.;ЖУКОВ С, ПОТЕХИН А.; ; 
905;ДЕТСТВА ПОСЛЕДНИЙ ЗВОНОК;ПЛАМЯ;БАБАДЖАНЯН А.;ПЛЯЦКОВСКИЙ М.; ;•
3197;ДЕТСТВО;HI-FI;ЕСЕНИН П.;ЧАНТУРИЯ Э.; ; 
130;ДЕТСТВО;ШАТУНОВ Ю.;НАР.;НАР.; ; 
2836;ДЕТЯМ ДО 16-ТИ;ПРЕМЬЕР-МИНИСТР;БРЕЙТБУРГ К.;МУРАВЬЕВ Е.; ; 
3446;ДЖАЗ И ФАНКИ;БЛЕСТЯЩИЕ;ГРОЗНЫЙ А.;ГРОЗНЫЙ А.; ; 
2408;ДЖУЛИЯ;А'СТУДИО;СЕРКЕБАЕВ Б., ШУКЕНОВ Б.;МИКЛОШИЧ В.; ; 
2176;ДИАЛОГ У НОВОГОДНЕЙ ЕЛКИ;"ИЗ К/Ф ""МОСКВА СЛЕЗАМ НЕ ВЕРИТ""";КОЛМАНОВСКИЙ Э.;ЛЕВИТАНСКИЙ Ю.; ; 
2096;ДИАЛОГ У ТЕЛЕВИЗОРА;ВЫСОЦКИЙ В.;ВЫСОЦКИЙ В.;ВЫСОЦКИЙ В.; ; 
1003;ДИСКОТЕКА;ЛЕПРИКОНСЫ;МИТЬКО И.;МИТЬКО И.;•; 
1000;ДЛЯ ТЕБЯ;МИХЕЙ И ДЖУМАНДЖИ;КРУТИКОВ С.;КРУТИКОВ С.; ; 
131;ДЛЯ ТЕБЯ;СЮТКИН В.;СЮТКИН В.;ПАТРУШЕВ С.; ; 
132;ДНЕМ И НОЧЬЮ СУДЬБА;КИРКОРОВ Ф.;РУСЕВ Т.;ДЕРБЕНЕВ Л., ЦЕНОВ Д.; ; 
2916;ДО ВСТРЕЧИ;СМЫСЛОВЫЕ ГАЛЛЮЦИНАЦИИ;БОБУНЕЦ С.;БОБУНЕЦ С.; ; 
133;ДО СВИДАНИЯ;БРАВО;ХАВТАН Е.;ЖУКОВ В.; ; 
1433;ДО СВИДАНИЯ;ЗЕМФИРА;РАМАЗАНОВА 3.;РАМАЗАНОВА 3.; ;•
998;ДО СВИДАНИЯ. ДЕТКА;A SORTIE;ДЕМЧУК Т.;ДЕМЧУК Т.; ; 
134;ДО СВИДАНИЯ, ДОРОГОЙ;БЕЛЫЙ ДЕНЬ;ВАСИЛЕК Е.;ВАСИЛЕК Е.; ; 
907;ДО СВИДАНИЯ, ЛЕТО;ПУГАЧЕВА А.;ЗАЦЕПИН А.;ДЕРБЕНЕВ Л.; ; 
2744;ДО СВИДАНИЯ, ЛЮБОВЬ;ГУЛЬКИНА Н.;МОЛЧАНОВ О.;СЛАВОРОСОВ А.; ; 
2097;ДО СВИДАНИЯ, МАЛЬЧИКИ;ОКУДЖАВА Б.;ОКУДЖАВА Б.;ОКУДЖАВА Б.; ; 
908;ДО СВИДАНИЯ, МОСКВА!;ЛЕЩЕНКО Л.;ПАХМУТОВА А.;ДОБРОНРАВОВ Н.; ;•
135;ДО СВИДАНЬЯ;ДОЛИНА Л.;ГОРОБЕЦ Р.;ТАНИЧ М.; ; 
1434;ДО СВИДАНЬЯ, МАМА!;МОРАЛЬНЫЙ КОДЕКС;ДЕВЛЕТ-КИЛЬДЕЕВ Н.;ЖАГУН П.; ; 
1903;ДО ЧЕГО ДОШЕЛ ПРОГРЕСС;"ИЗ К/Ф ""ПРИКЛЮЧЕНИЯ ЭЛЕКТРОНИКА""";КРЫЛАТОВ Е.;ЭНТИН Ю.; ; 
1675;ДОБРОГО ПУТИ;КРУГ М.;КРУГ М.;КРУГ М.; ; 
1558;ДОБРОЕ УТРО;ТРУБВЧ Н.;БРЕЙТБУРГ К.;ТРУБАЧ Н.; ; 
136;ДОБРОЙ, НЕЖНОЙ, ЛАСКОВОЙ;РУКИ ВВЕРХ;ЖУКОВ С., ПОТЕХИН А.;ЖУКОВ С., ПОТЕХИН А.; ; 
910;ДОБРЫЕ ПРИМЕТЫ;ТОЛКУНОВА В., ЛЕЩЕНКО Л.;ФРАДКИН М.;ДОЛМАТОВСКИЙ Е.; ; 
1676;ДОБРЫЙ ВЕЧЕР. ГОСПОДА;БОБКОВ С.;АЛТАЙСКИЙ В.;АЛТАЙСКИЙ В.; ; 
137;ДОБРЫЙ ВЕЧЕР, МОСКВА!;БРАВО;ХАВТАН Е.;СТЕПАНЦОВ В.;•; 
138;ДОБРЫЙ ВЕЧЕР СКАЖУ Я, МИСС;БЕЛЫЙ ОРЕЛ;ДОБРОНРАВОВА.;ПЕЛЕНЯГРЭ В.; ; 
911;ДОГОВОР ДОРОЖЕ ДЕНЕГ;КОМБИНАЦИЯ;САРУХАНОВ И.;САРУХАНОВ И.; ; 
2289;ДОГОНИ МЕНЯ;A SORTIE;ДЕМЧУК Т.;ДЕМЧУК Т.; ; 
2728;ДОГОРАЛО ЛЕТО;РЕНАТА;ТЮРИН В.;КУБЫШКИН В.; ; 
139;ДОЖДИ;КОРНЕЛЮК И.;КОРНЕЛЮК И.;ЛИСИЦ Р.;•; 
140;ДОЖДИ;ХЛЕБНИКОВА М.;ЗАЦЕПИН А.;ХЛЕБНИКОВА М.;•; 
995;ДОЖДИК;ГОСТИ ИЗ БУДУЩЕГО;УСАЧЕВ Ю.;ПОЛЬНА Е.;•; 
2500;ДОЖДИК;ДЭМО;ЖУКОВ С.;ПОЛЯКОВ В.; ; 
142;ДОЖДИСЬ МЕНЯ;ГАЗМАНОВ О.;ГАЗМАНОВ О.;ГАЗМАНОВ О.; ; 
143;ДОЖДЛИВОЕ ТАКСИ;ВАРУМ А.;ВАРУМ Ю.;КРАСТОШЕВСКИЙ К.; ; 
580;ДОЖДЬ;АЛИСА;КИНЧЕВ К.;КИНЧЕВ К.; ; 
2976;ДОЖДЬ;ДДТ;ШЕВЧУК Ю.;ШЕВЧУК Ю.; ; 
2800;ДОЖДЬ;ЗАЙЦЕВА М., ГОМАН А.;ДЕМЧУК Т.;ДЕМЧУК Т.; ; 
1377;ДОЖДЬ;ВОРОН В.;ВОРОН В.;ВОРОН В.; ; 
3445;ДОЖДЬ ЗА ОКНОМ;ЖАСМИН;ГРОЗНЫЙ А.;ИВАНОВА Т.; ; 
641;ДОЖДЬ ПО КРЫШАМ;ПРОПАГАНДА;ВОРОНИНА В.;ВОРОНИНА В.; ; 
2880;ДОЖДЬ, ДОЖДЬ;БАЛАГАН ЛИМИТЕД;ПЛЕХАНОВ Е.;ХАРИН С.; ; 
1904;ДОЖДЯ НЕ БОИМСЯ;"ИЗ К/Ф ""НЕЗНАЙКА С НАШЕГО ДВОРА""";МИНКОВ М.;ЭНТИН Ю.; ; 
985;ДОКАЗАНО;ЗЕМФИРА;РАМАЗАНОВА 3.;РАМАЗАНОВА 3.; ;•
1677;ДОЛГАЯ ЗИМА;ЗВИНЦОВ А.;ЗВИНЦОВ А.;ЗВИНЦОВ А.; ; 
145;ДОЛГИЕ ДНИ, ДЛИННЫЕ НОЧИ;ЖАСМИН;ЛУНЕВА.;ШЕВЧЕНКО А.;•; 
912;ДОЛГИЕ ПРОВОДЫ -ЛИШНИЕ СПОРЫ;НИКОЛАЕВ И.;НИКОЛАЕВ И.;НИКОЛАЕВ И.; ; 
146;ДОЛГО ТЕБЯ ЖДАЛА;БЛЕСТЯЩИЕ;ГРОЗНЫЙ А.;ИВАНОВА Т.; ; 
3078;ДОЛЮБИ ЛЮБОВЬ;АЛЛЕГРОВА И.;ДОНСКАЯ Ю.;СОКОЛКИН С.; ; 
147;ДОЛЯ;ГАЗМАНОВ О.;ГАЗМАНОВ О.;ГАЗМАНОВ О.; ; 
2797;ДОМ РОДНОЙ;ГОМАН А;БРЕЙТБУРГ К;САШИН С.; ; 
327;ДОМ ХРУЧТАЛЬНЫЙ;ВЫСОЦКИЙ В.;ВЫСОЦКИЙ В.;ВЫСОЦКИЙ В.; ; 
148;ДОМАШНИЙ АРЕСТ;ЛИЦЕЙ;МАКАРЕВИЧ А.;КАВАЛЕРЯН К.; ; 
2098;ДОМБАЙСКИЙ ВАЛЬС;ВИЗБОР Ю.;ВИЗБОР Ю.;ВИЗБОР Ю.; ; 
2951;ДОМОЙ;СЕКРЕТ;ФОМЕНКО Н., ЛЕОНИДОВ М.;ФОМЕНКО Н., ЛЕОНИДОВ М.; ; 
2911;ДОПЛЫВУ;ГРОЗНЫЙ А.;ГРОЗНЫЙ А.;ГРОЗНЫЙ А.; ; 
1039;ДОПЬЯНА;АЛЛЕГРОВА И.;ГАРНИЗОВА.;ГАРИН Ю.; ;•
914;ДОРОГА;СЛУЧАЙНАЯ ВСТРЕЧА;СОЛОВЬЕВ-СЕДОЙ В.;ФАТЬЯНОВ А.; ; 
3231;ДОРОГА;ЧИЧЕРИНА;ЧИЧЕРИНА Ю.;ЧИЧЕРИНА Ю.; ; 
1435;ДОРОГА В НЕБО;МАШИНА ВРЕМЕНИ;КУТИКОВ А.;МАКАРЕВИЧ А.; ; 
1436;ДОРОГА В НОЧЬ;СЕРЬГА;ГАЛАНИН С.;ГАЛАНИН С.; ; 
149;ДОРОГА В ОБЛАКА;БРАВО;ХАВТАН Е.;СЮТКИН В., ПАТРУШЕВ С.;•; 
1905;ДОРОГА ДОБРА;"ИЗ К/Ф ""МАЛЕНЬКИЙ МУК""";МИНКОВ М.;ЭНТИН Ю.; ; 
1678;ДОРОГА ДОМОЙ;ОГОНЕК КАТЯ;КЛИМЕНКОВ В.;КЛИМЕНКОВ В.; ; 
150;ДОРОГИ;ГАЗМАНОВ О.;ГАЗМАНОВ О.;ГАЗМАНОВ О.; ; 
1679;ДОРОГИ;КРУГ М.;КРУГ М.;КРУГ М.; ; 
3353;ДОРОГИ РОССИИ;ЗОЛОТОЕ КОЛЬЦО;КОСТЮК А.;СТЕПАНОВ В.; ; 
151;ДОРОГИЕ МОИ СТАРИКИ;САРУХАНОВ И.;САРУХАНОВ И.;ОСИАШВИЛИ С.;•; 
1843;ДОРОГОЙ ДЛИННОЮ;НАР.;ФОМИН Б.;ПОДРЕВСКИЙ К.; ; 
1437;ДОРОЖНАЯ;СУКАЧЕВ Г;СУКАЧЕВ И.;СУКАЧЕВ И.; ; 
3304;ДОРОЖНАЯ ПЕСНЯ;КАМБУРОВА Е.;ШВАРЦ И.;ОКУДЖАВА Б.; ; 
1680;ДОРОЖНЫЙ РОМАН;ОГОНЕК КАТЯ;КЛИМЕНКОВ В.;КЛИМЕНКОВ В.; ; 
966;ДОСТОИН;МИХЕЙ И ДЖУМАНДЖИ;КРУТИКОВ С.;КРУТИКОВ С.; ; 
2889;ДОТРОНЬСЯ;ЛАРИНА К.;ДОНСКАЯ Ю.;РУБАЛЬСКАЯ Л.; ; 
152;ДОЧЕНЬКА;ПУГАЧЕВА А.;САВЧЕНКО А.;РУБАЛЬСКАЯ Л.; ; 
1523;ДОЧКА ДОРОГАЯ;ДОЛИНА Л.;САВЧЕНКО А.;ТАНИЧ М.; ; 
916;ДРОЗДЫ;ПЕСНЯРЫ;ШАИНСКИЙ В.;ОСТРОВОЙ С.;•; 
917;ДРУГ ДРУГА МЫ НАШЛИ;ПУГАЧЕВА А.;ЗАЦЕПИН А.;ДЕРБЕНЕВ Л.; ; 
2956;ДРУГАЯ ЖЕНЩИНА;ВАРУМ А.;ВАРУМ Ю.;КРАСТОШЕВСКИЙ К.; ; 
2645;ДРУГИЕ ПРАВИЛА;ДРУГИЕ ПРАВИЛА;КУРИЦЫН Е.;ШУЛЬГИН А.; ; 
730;ДРУЖБА;ГУРЧЕНКО Л.;ШМУЛЬЯН А.;СИДОРОВ В.; ;•
3223;ДРУЖОЧЕК;АПИНА А.;УКУПНИКА.;ДРУЖКОВ Ю.; ; 
918;ДРУЗЬЯМ;МИРОНОВА.;ПЕТРОВ А.;ВЯЗЕМСКИЙ П.; ; 
1681;ДУБАЙ;КРИЧЕВСКИЙ ГАРИК;КРИЧЕВСКИЙ Г;КРИЧЕВСКИЙ Г; ; 
2902;ДУБИНУШКА;ШАЛЯПИН Ф.;НЕИЗВ., СЛОНОВ М.;ШАЛЯПИН Ф.; ;•
642;ДУМАЛА;РУКИ ВВЕРХ;ЖУКОВ С., ПОТЕХИН А.;ЖУКОВ С, ПОТЕХИН А.; ; 
1844;ДУНЯ;БАБКИНА Н.;НЕИЗВ.;НЕИЗВ.; ; 
3312;ДУХ ВОЙНЫ;АРИЯ;ДУБИНИН В.;ПУШКИНА М.; ; 
2983;ДУША БОЛИТ;ШУФУТИНСКИЙ М.;МОРОЗОВ А.;ПОПЕРЕЧНЫЙ А.; ; 
154;ДУЭТ;АЛСУ, ШЕВЧЕНКО А.;ШЕВЧЕНКО А.;ШЕВЧЕНКО А.; ; 
1503;ДУЭТ;ДРУГИЕ ПРАВИЛА;ШАРАФУТДИНОВ К.;ЛЫСЯКОВА А.; ; 
1906;ДУЭТ КОРОЛЯ И ПРИНЦЕССЫ;"ИЗ М/Ф ""БРЕМЕНСКИЕ МУЗЫКАНТЫ""";ГЛАДКОВ ГЕН.;ЭНТИН Ю.;•; 
1907;ДУЭТ ПОНЧИКА И СИРОПЧИКА;"ИЗ К/Ф ""НЕЗНАЙКА С НАШЕГО ДВОРА""";МИНКОВ М.;ЭНТИН Ю.;•; 
1908;ДУЭТ ПРИНЦЕССЫ И ТРУБАДУРА;"ИЗ М/Ф ""БРЕМЕНСКИЕ МУЗЫКАНТЫ""";ГЛАДКОВ ГЕН.;ЭНТИН Ю.;•; 
1909;ДУЭТ ЧЕРНОГО КОТА И ПИРАТА;"ИЗ М/Ф ""ГОЛУБОЙ ЩЕНОК""";ГЛАДКОВ ГЕН.;ЭНТИН Ю.; ; 
2179;ДУЭТ ЭМИЛЯ И ЭМИЛИИ;"ИЗ К/Ф ""ОБЫКНОВЕННОЕ ЧУДО""";ГЛАДКОВ ГЕН.;КИМ Ю.; ; 
2465;ДЫМ;КОРНЕЛЮК И.;КОРНЕЛЮК И.;ЛИСИЦ Р.; ; 
950;ДЫМ КОЛЬЦАМИ;КОРОЛЕВ В.;ЕНИН Г;ЕНИН Г.; ; 
919;ДЫМ СИГАРЕТ С МЕНТОЛОМ;НЭНСИ;БОНДАРЕНКО А., КОСТЕНКО А.;БОНДАРЕНКО А., КОСТЕНКО А.;•; 
3417;ДЫХАНИЕ;НАУТИЛУС ПОМПИЛИУС;БУТУСОВ В.;КОРМИЛЬЦЕВ И.; ; 
1438;ЕВПАТОРИЯ;ЛЯПИС ТРУБЕЦКОЙ;МИХАЛОК С.;МИХАЛОК С.; ; 
920;ЕВРЕЙСКОЕ МЕСТЕЧКО;КОБЗОН И.;КОРЖУКОВ С.;ТАНИЧ М.; ; 
731;ЕДЕМ МЫ, ДРУЗЬЯ;НЕЧАЕВ В.;МУРАДЕЛИ В.;ИОДКОВСКИЙ Э.; ; 
155;ЕДИНСТВЕННАЯ МОЯ;ГАЗМАНОВ О.;ГАЗМАНОВ О.;ГАЗМАНОВ О.; ; 
940;ЕЕЕ;ЧИЧЕРИНА;АЛЕКСАНДРОВ А.;АЛЕКСАНДРОВ А.; ; 
2985;ЕЛКИ;ВЕРКА СЕРДЮЧКА;ЛЮБАША;ЛЮБАША; ; 
156;ЕСАУЛ;ГАЗМАНОВ О.;ГАЗМАНОВ О.;ГАЗМАНОВ О.; ; 
2180;ЕСЛИ Б ГАРМОШКА УМЕЛА;"ИЗ К/Ф ""СОЛДАТ ИВАН БРОВКИН""";ЛЕПИН А.;ФАТЬЯНОВ А.; ; 
2026;ЕСЛИ Б НЕ БЫЛО ВОЙНЫ;ТОЛКУНОВА В.;МИНКОВ М.;ШАФЕРАН И.; ; 
